年度,餐飲業別,業者名稱,營業地址,等級
"100","地方小吃","黑白切鵝肉城","新北市三峽區中山路29號","普"
"100","其他","素食天地自助餐","新北市三峽區中華路38之3號","普"
"100","其他","群翊麵包工藝社","新北市三峽區民權街7號","普"
"100","地方小吃","米為天小吃店","新北市三峽區和平街54號","普"
"100","日、西式料理(含速食)","台灣知多家","新店家樂福1F","普"
"100","中式料理","鈺饌有限公司(乾隆坊)","新北市新店區民權路50號1F","良"
"100","其他(烘培)","周老爸時尚餅舖","新北市新店區中正路501之8號1F","普"
"100","地方小吃","聖巴黎食品有限公司","新北市新店區北宜路一段12號","良"
"100","日、西式料理(含速食)","饌關東餐飲有限公司(關東日式火鍋)","新北市新店市民權路44-1號","普"
"100","其他(烘培)","幾分甜民權門市","新北市新店區民權路48號","優"
"100","中式料理","得立食品(股)公司","新北市新店民權路48-3號","優"
"100","中式料理","基隆全家福海鮮餐飲有限公司","新北市新店區民權路50號2樓","普"
"100","中式料理","全國食養健康","新北市新店區民權路62號","普"
"100","中式料理","鬍鬚張股份有限公司","新北市新店區民權路70號","良"
"100","日、西式料理(含速食)","原燒","新店市民權路86號2樓","良"
"100","日、西式料理(含速食)","西堤牛排新店民權店","新北市新店區民權路82號2F之一","普"
"100","日、西式料理(含速食)","享受開發餐飲-盛饌牛排","新北市新店區民權路82號","良"
"100","中式料理","小蒙牛汆飲有限公司","新北市新店區民權路86號","良"
"100","中式料理","十全鏹鏹滾-生猛活海鮮","新北市新店區民權路88號","普"
"100","其他","伊薇特食品有限公司","新北市新店區民權路102號","優"
"100","複合式餐飲","愛心樹","新北市新店區民權路116號","良"
"100","日、西式料理(含速食)","悅喀牛排","新北市新店區民權路132號","普"
"100","中式料理","哈餃子健康手藝坊","新北市新店區三民路41號","優"
"100","日、西式料理(含速食)","井宏股份有限公司-元定食","新北市新店區民權路25號2樓","普"
"100","中式料理","聚北海道昆布鍋","新北市新店區民權路25號2F之一","優"
"100","日、西式料理(含速食)","田納希牛排","新北市新店區民權路41號","良"
"100","中式料理","群(開張麵點世界)","新北市新店區二十張路3-5號","普"
"100","中式料理","知味自助店(知味精緻)","新北市新店區民權路55號","普"
"100","日、西式料理(含速食)","大禾拉麵店","新北市新店區民權路101之1號1F","普"
"100","中式料理","鍋大爺(采宸小吃店)","新北市新店區民權路103號","普"
"100","地方小吃","哥弟筒仔米糕","新北市鶯歌區中正路85號","普"
"100","中式料理","八珍鳳姐","新北市鶯歌區國慶街100號","良"
"100","中式料理","香福精緻全自助餐店","新北市鶯歌區國慶街60號","普"
"100","中式料理","鶯池飯包店","新北市鶯歌區國慶街61號","普"
"100","中式料理","上品便當自助餐","新北市鶯歌區國慶街54號","普"
"100","複合式餐飲","歐卡里餐廳","新北市鶯歌區光明街80號","良"
"100","中式料理","鼎香香臭鍋","新北市鶯歌區南雅路49號","良"
"100","中式料理","新時代香臭鍋","新北市鶯歌區國慶街157號","良"
"100","地方小吃","香師傅滷味鶯歌店","新北市鶯歌區建國路234號","良"
"100","複合式餐飲","城市小築飲食店","新北市鶯歌區中山路166巷6號","優"
"100","日、西式料理(含速食)","摩斯漢堡(淡水)","新北市淡水區中正東路35號","優"
"100","日、西式料理(含速食)","麥當勞淡水(中正)","新北市淡水區中正東路37號","優"
"100","日、西式料理(含速食)","麥當勞淡水河岸","新北市淡水區中正路53號","優"
"100","複合式餐飲","挪威森林","新北市淡水區中正路 11巷11號","良"
"100","地方小吃","美姨古早味米粉湯","新北市淡水區中正路 13號","普"
"100","中式料理","海風餐廳","新北市淡水區中正路 17號","良"
"100","中式料理","名廚鐵板燒","新北市淡水區中正路 36號1樓","普"
"100","其他(烘培)","双元成餅店","新北市淡水區中正路 50號","優"
"100","其他(烘培)","杜勝發餅舖","新北市淡水區中正路 52號","優"
"100","中式料理","佘家孔雀蛤大王餐廳","新北市淡水區中正路 55號B1","優"
"100","中式料理","義裕排骨","新北市淡水區中正路 56號","優"
"100","其他(烘培)","三協成號(三協成食品有限公司)","新北市淡水區中正路 81號","優"
"100","日、西式料理(含速食)","貴族世家淡水老街","新北市淡水區中正路84號","優"
"100","其他(烘培)","淡水老街滬尾餅舖","新北市淡水區中正路 85號","優"
"100","飲冰品","清心福全冷飲站","新北市淡水區中正路95號","良"
"100","中式料理","嘉筵小吃店","新北市淡水區中正路132號","優"
"100","其他(烘培)","京采餅舖","新北市淡水區中正路133號","優"
"100","地方小吃","金品潤餅捲","新北市淡水區中正路134號","優"
"100","其他","黑橋牌企業股份有限公司(淡水門市)","新北市淡水區中正路138號","優"
"100","中式料理","百葉溫州餛飩小吃店","新北市淡水區中正路177號","優"
"100","飲冰品","柚茗茶舖","新北市淡水區中正路166號","優"
"100","中式料理","祿大食品有限公司","新北市淡水區中正路182號","優"
"100","飲冰品","統一星巴克河岸門市","新北市淡水區中正路205號","優"
"100","中式料理","老福來餐廳","新北市淡水區中正路212號","優"
"100","飲冰品","都可流行生活飲食(老街店)","新北市淡水區中正路226號","優"
"100","中式料理","可口魚丸店","新北市淡水區中正路232號","良"
"100","飲冰品","天仁茶業(股)公司","新北市淡水區中正路242號1樓","優"
"100","其他(素食)","家禾素食坊","新北市淡水區中正路254號","良"
"100","地方小吃","炭錢胡椒餅","新北市淡水區中正路258號1樓","良"
"100","飲冰品","再發咖啡店","新北市淡水區中正路257號","優"
"100","日、西式料理(含速食)","御品餐廳(星星牛排館)","新北市淡水區中正路11-4號","普"
"100","日、西式料理(含速食)","鮮流坊","新北市淡水區中正路34-1號","良"
"100","中式料理","鼎富餐飲","新北市淡水區中正路11-10號","普"
"100","中式料理","黑殿飯店","新北市淡水區中正路一段62巷8號","優"
"100","其他(烘培)","紅旗德國農夫麵包店","新北市淡水區中正路178號1樓","優"
"100","日、西式料理(含速食)","佐野拉麵屋(淡水老街店)","新北市淡水鎮中正路120號","良"
"100","中式料理","榕園餐廳","新北市淡水區中正路261號","優"
"100","飲冰品","滬尾豆花","新北市淡水區公明街28號","普"
"100","其他(烘培)","新建成餅舖","新北市淡水區公明街42號","良"
"100","飲冰品","統一星巴克淡水門市","新北市淡水區公明街89號1-5樓","優"
"100","其他(烘培)","紅旗德國農夫麵包店","新北市淡水區學府路6號","普"
"100","飲冰品","茶本舖","新北市淡水區學府路23號1樓","良"
"100","中式料理","愛宴餐廳","新北市淡水區學府路36號1樓","優"
"100","中式料理","黃師傅飱坊","新北市淡水區學府路158號","優"
"100","中式料理","三三火鍋店","新北市淡水區學府路115號1樓","良"
"100","中式料理","黃師傅鵝肉","新北市淡水區學府路60號之6","普"
"100","中式料理","李資企業有限公司-福格飯店(中餐)","新北市淡水區學府路89號","良"
"100","日、西式料理(含速食)","李資企業有限公司-福格飯店(西餐)","新北市淡水區學府路89號","優"
"100","中式料理","潮香飲食店","新北市淡水區學府路113號","普"
"100","地方小吃","中德小吃店","新北市淡水區學府路130號","良"
"100","","七兄妹企業社-喜樂洋溢","新北市淡水區學府路150巷1號","優"
"100","中式料理","京采鍋","新北市淡水區學府路170號","良"
"100","日、西式料理(含速食)","合風燒肉店","新北市淡水區學府路183號","良"
"100","複合式餐飲","大腳印餐廳","新北市淡水區學府路68號","普"
"100","飲冰品","雅泊咖啡店","新北市淡水區大忠街113巷14號","普"
"100","中式料理","五花料理食坊","新北市淡水區大忠街115號1樓","普"
"100","中式料理","菊川日式涮涮鍋","新北市淡水區大忠街125號","普"
"100","飲冰品","都可流行生活飲品淡水店","新北市淡水區清水街14號","普"
"100","其他(烘培)","金富發烘焙坊","新北市淡水區清水街20號","良"
"100","飲冰品","茶也茶行(tea too)","新北市淡水區英專路42-2號","優"
"100","日、西式料理(含速食)","歡樂牛排","新北市淡水區英專路89號1樓","良"
"100","飲冰品","松鈴冷飲店(1530 café)","新北市淡水區英專路112號","普"
"100","地方小吃","台銀小吃店-口吅品麻辣臭豆腐","新北市淡水區英專路85之1號1樓","優"
"100","飲冰品","示茶鮮果茶屋","新北市淡水區英專路69號","良"
"100","飲冰品","都可流行飲品(水碓店)","新北市淡水區中山北路1段90號","良"
"100","飲冰品","85度C-酷家族商行","新北市淡水區中山北路1段149巷15號1樓","普"
"100","地方小吃","友朋阿給店","新北市淡水區中山北路1段64號","普"
"100","日、西式料理(含速食)","麥當勞淡水中山分店","新北市淡水區中山北路一段105號1樓","良"
"100","複合式餐飲","怡和餐飲公司-kfc","新北市淡水區中山北路1段151號1.2樓","良"
"100","其他(烘培)","安緹有機自然生活館","新北市淡水區中山路157-3號1樓","普"
"100","其他(烘培)","薰緻乳酪蛋糕店","新北市淡水區中山路164號","普"
"100","中式料理","大呼過癮(淡水店)","新北市淡水區水源街1段76號","普"
"100","中式料理","福家小廚","新北市淡水區水源街2段110號","良"
"100","地方小吃","志明春嬌小吃店","新北市淡水區水源街一段107號","良"
"100","飲冰品","統一星巴克(竹圍門市)","新北市淡水區民權路42號","優"
"100","其他(烘培)","白師傅食品有限公司","新北市淡水區淡金路三段臨405-2號","良"
"100","地方小吃","八里深坑烤豆腐","新北市八里區渡船頭街21巷2號","普"
"100","其他(烘培)","金記黑糖麻糬","新北市八里區渡船頭街21巷5號","良"
"100","複合式餐飲","大瑪咖啡館","新北市八里區渡船頭街12號","普"
"100","中式料理","渡船頭孔雀蛤","新北市八里區渡船頭街5號","良"
"100","地方小吃","周師傅蚵仔煎","新北市八里區渡船頭街21巷11號","普"
"100","中式料理","余家孔雀蛤大王餐廳","新北市八里區渡船頭街23號","普"
"100","飲冰品","里八手調茶飲店","新北市八里區中山路2段397號","優"
"100","其他(烘培)","傑瑞披薩工坊","新北市八里區忠二街2號","優"
"100","複合式餐飲","亞米小鎮","新北市八里區觀海大道29號","良"
"100","其他(烘培)","姊妹雙胞胎","新北市八里區渡船頭街25號","普"
"100","中式料理","余家孔雀蛤大王餐廳","新北市八里區渡船頭街22號","良"
"100","日、西式料理(含速食)","左岸河景法式餐廳","新北市八里區觀海大道57號","良"
"100","中式料理","上海小館","新北市八里區中山路二段397號","普"
"100","飲冰品","新哲學咖啡屋","新北市八里區中山路2段538號","良"
"100","複合式餐飲","芭達桑有限公司","新北市八里區觀海大道111號","優"
"100","中式料理","海堤竹筍餐廳","新北市八里區觀海大道28號","普"
"100","複合式餐飲","微風仙境","新北市八里區觀海大道61號2樓","普"
"100","複合式餐飲","花神Ⅱ咖啡","新北市八里區觀海大道59號","普"
"100","複合式餐飲","左岸五五咖啡店小吃店","新北市八里區觀海大道55號","普"
"100","中式料理","老漁村餐廳","新北市八里區觀海路5號","普"
"100","複合式餐飲","海悅樓","新北市瑞芳區豎崎路31號","優"
"100","中式料理","卡特紅燒牛肉麵","新北市瑞芳區民生街35巷2號(美食街15號攤位)","普"
"100","中式料理","牛魔王鍋貼水餃牛肉麵專賣店","新北市瑞芳區民生街35巷2號(美食街14號攤位)","良"
"100","中式料理","阿梅肉庚店","新北市瑞芳區民生街8號","普"
"100","中式料理","福哥原汁牛肉麵","新北市瑞芳區民生街21號","普"
"100","其他(烘培)","溫莎盈食品行(溫莎堡瑞芳店)","新北市瑞芳區明燈路三段60號","良"
"100","飲冰品","哈熱杯冷飲店","新北市瑞芳區明燈路3段39-2號","普"
"100","飲冰品","超大杯甜品屋","新北市瑞芳區明燈路3段55號","普"
"100","飲冰品","新概念咖啡屋","新北市瑞芳區明燈路三段35號","普"
"100","地方小吃","文晟美食坊","新北市瑞芳區民族街26號","普"
"100","地方小吃","艾妮食品行","新北市瑞芳區明燈路3段33號","普"
"100","中式料理","大昌餐廳有限公司","新北市瑞芳區中山路168號","優"
"100","中式料理","瑞芳國小","新北市瑞芳區中山路2號","優"
"100","中式料理","雞籠山小吃店","新北市瑞芳區汽車路9-14號","優"
"100","中式料理","珍饡便當","新北市瑞芳區三爪子坑路95號","良"
"100","","張師傅餅店","新北市瑞芳區基山街 47號","良"
"100","飲冰品","九份茶語","新北市瑞芳區輕便路300號","普"
"100","複合式餐飲","九份涵館咖啡民宿","新北市瑞芳區輕便路282號","普"
"100","複合式餐飲","九份茶坊有限公司","新北市瑞芳區基山街142號","優"
"100","地方小吃","九份古早丸","新北市瑞芳區基山街135號","普"
"100","地方小吃","阿英紅糟肉圓","新北市瑞芳區基山街114號","優"
"100","地方小吃","賴阿婆芋園","新北市瑞芳區基山街143號","普"
"100","地方小吃","豪美味草仔粿","新北市瑞芳區基山街117號","良"
"100","複合式餐飲","思想曲古坊","新北市瑞芳區基山街32號","良"
"100","複合式餐飲","阿妹茶樓","新北市瑞芳區崇文里市下巷20號","優"
"100","複合式餐飲","古窗茶藝館","新北市瑞芳區輕便路294-2號","良"
"100","地方小吃","芋仔蕃薯茶坊","新北市瑞芳區崇文里市下巷18號","良"
"100","地方小吃","金枝紅糟肉圓","新北市瑞芳區基山街112號","良"
"100","中式料理","九份張記傳統魚丸","新北市瑞芳區基山街 25號","良"
"100","地方小吃","祖傳阿滿芋圓","新北市瑞芳區基山街 41號之2","優"
"100","地方小吃","阿雲麵店","新北市瑞芳區基山街9號","優"
"100","地方小吃","魚丸伯仔","新北市瑞芳區基山街 17號","普"
"100","地方小吃","老友號芋圓","新北市瑞芳區基山街4-3號","優"
"100","中式料理","九份珍味坊","新北市瑞芳區基山街121號","良"
"100","中式料理","黃金之鄉飲食店","新北市瑞芳區基山街120號","良"
"100","地方小吃","九份油蔥粿","新北市瑞芳區基山街 111 號","普"
"100","複合式餐飲","山海全觀茶坊","新北市瑞芳區基山街150號","良"
"100","中式料理","佳品便當","新北市瑞芳區三瓜子坑路75號","普"
"100","地方小吃","阿柑姨芋圓","新北市瑞芳區竪崎路 5 號","良"
"100","複合式餐飲","金瓜石藝棧","山尖路2號(浪漫公路旁)","優"
"100","中式料理","八方雲集","新北市瑞芳區中正路87號","普"
"100","複合式餐飲","九重町茶坊","新北市瑞芳區基山街29號","良"
"100","其他","黑橋牌","新北市瑞芳區基山街 86 號","優"
"100","其他(烘培)","李儀餅店","新北市瑞芳區汽車路18號","優"
"100","中式料理","金瓜石土雞城","新北市瑞芳區山尖路102號","普"
"100","飲冰品","都可瑞芳店","新北市瑞芳區民生街13號","優"
"100","中式料理","佳味捌捌小吃店","新北市萬里區野柳村港東路 73號","普"
"100","中式料理","魚村海鮮餐廳","新北市萬里區野柳村港東路 74- 6號","普"
"100","地方小吃","大樹下切仔麵小吃店","新北市萬里區龜吼村漁澳路11號","普"
"100","中式料理","小漁村海鮮店","新北市萬里區龜吼村漁澳路63號1樓","普"
"100","中式料理","意芳飯店","新北市萬里區野柳里港東路155號","普"
"100","中式料理","美觀園飯店","新北市萬里區野柳里港東路156號","普"
"100","中式料理","建香海鮮料理店","新北市萬里區野柳里港東路160號","普"
"100","地方小吃","金翡翠餐飲店","新北市萬里區龜吼里漁澳路16號之3","良"
"100","地方小吃","鴻賓飲食店","新北市萬里區野柳里港東路159號","良"
"100","中式料理","悅海樓生猛海鮮店","新北市萬里區龜吼里漁澳路11之2號1樓","普"
"100","地方小吃","柏榕美食本港海鮮","新北市萬里區野柳村港東路151-2號","普"
"100","地方小吃","三葉活海鮮","新北市萬里區野柳村港東路74-16號","普"
"100","地方小吃","船家海鮮世界","新北市萬里區野柳村港東路153號","普"
"100","地方小吃","女皇海鮮餐廳","新北市萬里區野柳村港東路163號","普"
"100","地方小吃","望海亭","新北市萬里區野柳村港東路162-15號","普"
"100","地方小吃","三明美食","新北市萬里區龜吼村漁澳路64-5號","良"
"100","地方小吃","漁莊","新北市萬里區龜吼村漁澳路64-2號","普"
"100","宴席餐廳","港南運河濱海風景區餐廳","新竹市香山區港南里海埔路588號","優"
"100","宴席餐廳","彭園會館","新竹市東區光復路2段151號","優"
"100","一般餐廳","天竹園御料理","新竹市東區建中路168號","優"
"100","觀光旅館","新竹福泰商務酒店","新竹市東區中央路106號14樓","優"
"100","一般餐廳","媽媽廚房科園店","新竹市東區科學園路162巷36號","優"
"100","觀光旅館","新竹福華大飯店-珍珠坊港式點心","新竹市北區中正路178號","優"
"100","其他（醫院央廚）","新竹國泰綜合醫院-營養組","新竹市中華路2段678號","優"
"100","觀光旅館　","新竹福華大飯店-麗香苑自助餐","新竹市北區中正路178號","良"
"100","觀光旅館　","新竹卡爾登飯店","新竹市北區北大路225號","良　"
"100","一般餐廳","澄潔餐飲有限公司-三合院港式飲茶餐廳","新竹市東區民族路2號","良"
"100","一般餐廳","晶華酒店WASABI日式自助餐","新竹市東區西大路323號9樓","良"
"100","一般餐廳","何家園庭園餐廳","新竹市東區高峰路439巷1號","良"
"100","一般餐廳","大魚蝦飲食店","新竹市北區東大路4段123號","良"
"100","一般餐廳","新橋弄堂","新竹市東區府後街3號","良"
"100","小吃攤販","馬家麵店","新竹市中山路75號","優"
"100","小吃攤販","莊家蚵仔煎","新竹市中山路75號","優"
"100","小吃攤販","孫滷肉飯","新竹市中山路75號","優"
"100","小吃攤販","元祖林魷魚羹","新竹市中山路75號","優"
"100","小吃攤販","王家肉圓","新竹市中山路75號","優"
"100","小吃攤販","蔡記肉圓","新竹市中山路75號","優"
"100","小吃攤販","林家冰店","新竹市中山路75號","優"
"100","小吃攤販","華品小吃","新竹市中山路75號","良"
"100","小吃攤販","王記蚵仔煎","新竹市中山路75號","良"
"100","小吃攤販","阿忠肉圓","新竹市中山路75號","良"
"100","小吃攤販","阿城號","新竹市中山路75號","良"
"100","小吃攤販","連家阿婆魷魚羹(1)","新竹市中山路75號","良"
"100","小吃攤販","連家阿婆魷魚羹(2)","新竹市中山路75號","良"
"100","小吃攤販","鄭家魚丸燕圓","新竹市中山路75號","良"
"100","小吃攤販","林家肉圓(1)","新竹市中山路75號","良"
"100","小吃攤販","林家肉圓(2)","新竹市中山路75號","良"
"100","小吃攤販","翁記滷肉飯","新竹市中山路75號","良"
"100","小吃攤販","天香清素食店","新竹市中山路75號","良"
"100","小吃攤販","柳家肉燥飯專賣店","新竹市中山路75號","良"
"100","小吃攤販","勇達飲食店","新竹市中山路75號","良"
"100","小吃攤販","元珍齋","新竹市中山路75號","良"
"100","小吃攤販","風城食堂","新竹市中山路75號","良"
"100","速食業","慶驛有限公司（竹東麥當勞）","竹東鎮長春路三段191號","優"
"100","一般餐廳","六福開發股份有限公司（牛排館）","關西鎮拱子溝60號","優"
"100","一般餐廳","六福開發股份有限公司（綠洲餐廳）","關西鎮拱子溝60號","優"
"100","速食業","六福開發股份有限公司（漢堡店）","關西鎮拱子溝60號","優"
"100","一般餐廳","六福開發股份有限公司（阿拉丁餐廳）","關西鎮拱子溝60號","優"
"100","一般餐廳","雪霸休閒農場","五峰鄉桃山村380號","優"
"100","一般餐廳","美食天地","北埔鄉大湖村尾隘子21號","良"
"100","一般餐廳","綠世界百年古厝","北埔大湖村21號","良"
"100","一般餐廳","北埔第一棧","北埔鄉水際村3鄰31-1號","良"
"100","一般餐廳","東方御廚","竹東鎮大林路175號","良"
"100","一般餐廳","徐慶石頭火鍋","竹東鎮長春路三段80號1樓","良"
"100","一般餐廳","永翔客家美食園","關西鎮東安里中山東路5號","良"
"100","一般餐廳","好所在客家美食","竹東鎮東豐路178號","良"
"100","一般餐廳","侖宇有限公司(樹太老","竹北市光明1路480號","普"
"100","一般餐廳","琳達廚房","竹北市文喜街17號","普"
"100","一般餐廳","鼎居飲食店","竹北市光明一路288號","普"
"100","一般餐廳","金玉滿堂餐廳","湖口鄉中正路2段121號","普"
"100","一般餐廳","老頭擺客家菜","新竹縣北埔鄉大林村4鄰46-1號","普"
"100","一般餐廳","樸鈺簡餐","北埔鄉廟前街8號","普"
"100","一般餐廳","沙湖壢咖啡","新竹縣寶山鄉山湖村山湖路63號","普"
"100","一般餐廳","內灣戲院","橫山鄉內灣村中正路227號","普"
"100","","雲朗觀光股份有限公司嘉義分公司(嘉義兆品酒店)","嘉義市西區文化路257號","優級"
"100","","劍湖山世界股份有限公司嘉義分公司（耐斯王子大飯店5樓阿里山宴會餐廳）","嘉義市東區忠孝路600號5樓","優級"
"100","","劍湖山世界股份有限公司嘉義分公司（耐斯王子大飯店7樓萬國百匯餐廳）","嘉義市東區忠孝路600號7樓","優級"
"100","","劍湖山世界股份有限公司嘉義分公司（耐斯王子大飯店17樓紅檜軒餐廳）","嘉義市東區忠孝路600號17樓","優級"
"100","","真北平餐廳","嘉義市東區吳鳳南路405號","優級"
"100","","小原餐廳有限公司","嘉義市西區博愛路一段372號","優級"
"100","","聖善園素食餐廳有限公司","嘉義市西區中興路590號","優級"
"100","","一葉餐廳有限公司","嘉義市西區博愛路二段700號","普級"
"100","","大北京麵食餐館","嘉義市東區大雅路二段531號","普級"
"100","","嘉義蜜月館餐廳","嘉義市東區彌陀路276號","普級"
"100","","東園軒有限公司","嘉義市東區大雅路二段350號","普級"
"100","","馨園日本料理有限公司","嘉義市西區博愛路二段882號","普級"
"100","","神戶日本料理飲食店","嘉義市西區新民路689號","普級"
"100","","吉力家國際事業有限公司（巴塔爵歐洲鄉村美食料理餐廳）","嘉義市東區大雅路一段878號",""
"100","","田原日式涮涮屋","嘉義市東區興業東路50號",""
"100","","雨果飲食店(雨果地中海餐廳)","嘉義市東區博東路242號",""
"100","","維饗家廚餐廳","嘉義市東區維新路68號",""
"100","","郭家美食店","嘉義市東區大雅路二段384號",""
"100","","西那不落韓式料理有限公司","嘉義市東區大雅路二段388號",""
"100","","耶妮國際股份有限公司挺益嘉義館 Numeal新食煮藝","嘉義市西區仁愛路16號",""
"100","","二階堂飲食店","嘉義市西區新民路686號",""
"100","","鼎藏餐飲事業有限公司嘉義店","嘉義市東區大雅路一段842號",""
"100","","品田牧場－嘉義國華店","嘉義市西區國華街212號",""
"100","","色鼎燒肉餐飲店","嘉義市西區興業西路269號",""
"100","","阿銘牛肉麵","嘉義市西區中正路449號",""
"100","宴席餐廳","歐都納山野渡假村","嘉義縣大埔鄉大埔村202號","優級-1"
"100","宴席餐廳","新港香藝文化館-香藝庭園餐廳","嘉義縣新港鄉菜公村菜公厝23-6號","優級-2"
"100","宴席餐廳","英賓海產餐廳","嘉義縣布袋鎮永安里359號","優級-3"
"100","一般餐廳","阿官火鍋專家-太保分店","嘉義縣太保市安仁里祥和三路東段362號","優級-4"
"100","一般餐廳","二階堂餐廳","嘉義縣民雄鄉建國路2段42號","優級-5"
"100","宴席餐廳","梅園樓觀景飯店","嘉義縣番路鄉公田村龍頭19-6號","優級-6"
"100","宴席餐廳","高賓餐廳","嘉義縣民雄鄉建國路三段201號","優級-7"
"100","宴席餐廳","新興園餐廳","嘉義縣水上鄉忠和村73-30號","優級-8"
"100","宴席餐廳","大眾餐廳","嘉義縣朴子市安福里北通路41號","優級-9"
"100","宴席餐廳","海龍園餐廳","嘉義縣東石鄉永屯村35號之3","優級-10"
"100","一般餐廳","綠盈牧場","嘉義縣中埔鄉鹽館村4鄰2-3號","良級-1"
"100","一般餐廳","一見日本料理","嘉義縣太保市安仁里祥和二路東段72-1號","良級-2"
"100","一般餐廳","黑糖園咖啡店","嘉義縣六腳鄉工廠村1號","良級-3"
"100","一般餐廳","阿墨風尚料理","嘉義縣太保市棒球1街8號","良級-4"
"100","宴席餐廳","綠野珍餐廳","嘉義縣中埔鄉富收村頂中下街95號","良級-5"
"100","宴席餐廳","福運餐廳（嵩茂休閒渡假中心）","嘉義縣阿里山鄉里山鄉樂野村63-10號","良級-6"
"100","一般餐廳","嘉興小吃店","嘉義縣鹿草鄉西井村西井587號","良級-7"
"100","一般餐廳","春町商行","嘉義縣中埔鄉和美村中正路345號","良級-8"
"100","宴席餐廳","象園餐廳","嘉義縣中埔鄉和美村司公部7-80號","良級-9"
"100","一般餐廳","奮起湖大飯店","嘉義縣竹崎鄉中和村奮起湖178-1號","良級-10"
"100","宴席餐廳","美滿餐廳","嘉義縣番路鄉下坑村41-20號","良級-11"
"100","一般餐廳","祝山軒餐廳","嘉義縣阿里山鄉中正村52號","良級-12"
"100","宴席餐廳","正港料理店","彰化縣鹿港鎮長安路200號","優級"
"100","宴席餐廳","紅樓餐廳","彰化縣鹿港鎮崇文路25號","良級"
"100","宴席餐廳","太平洋立德旅館事業股份有限公司-立德鹿港會館","彰化縣鹿港鎮中正路588號","良級"
"100","一般餐廳","茄米酪複合式餐飲","彰化縣鹿港鎮復興南路77號","良級"
"100","餐飲業","全酉股份有限公司","台中市潭子區中山路二段607號","優級"
"100","餐飲業","新林餐廳","台中市文心路四段695號","優級"
"100","餐飲業","女兒紅婚宴會館","台中市南屯區文心南路99號","優級"
"100","餐飲業","台中市立東山高級中學午餐廚房","台中市北屯區景賢六路280號","優級"
"100","餐飲業","盛宴餐盒","台中市國光路250號","優級"
"100","餐飲業","台中國際育樂股份有限公司","台中市北屯區民政里北坑巷21-8號","優級"
"100","餐飲業","錦芳美食料理有限公司","台中市潭子區中山路三段398號","優級"
"100","餐飲業","永豐饡婚宴會館","台中市太平區永豐路268-6號","優級"
"100","餐飲業","阿秋大肥鵝股份有限公司","台中市西屯區朝富路258號","優級"
"100","餐飲業","東達餐飲有限公司","台中市后里區成功路478號","優級"
"100","餐飲業","汶萊咖啡","台中市后里區四村路51號","優級"
"100","餐飲業","好婆婆專業月子餐豐原店","台中市豐原區中正路465號","優級"
"100","餐飲業","侑芳食品廠","台中市大甲區日南里工七路16號","優級"
"100","餐飲業","奇異美食","台中市北屯區興安路二段471號","優級"
"100","餐飲業","萬里香餐廳有限公司","台中市霧峰區中正路480號","優級"
"100","餐飲業","台中新市政中心員工餐廳","台中市西屯區台中港路二段89號B1","優級"
"100","餐飲業","寶島餐廳","台中市西屯區中清路19號","優級"
"100","餐飲業","大閤屋開發股份有限公司復興分公司","台中市東區復興路四段186號11F","優級"
"100","餐飲業","北海岸平價鮮味海產小吃部","台中市北屯區崇德路2段121號1樓","優級"
"100","餐飲業","永吉餐廳","台中市潭子區興華一路381號","優級"
"100","餐飲業","醉春園餐廳","台中市潭子區中山路二段382號","優級"
"100","餐飲業","中港海鮮樓","台中市梧棲區中興里20號","優級"
"100","餐飲業","香豪佳食品有限公司","台中市大里區國中路3巷11號","優級"
"100","餐飲業","裕元花園酒店股份有限公司","台中市南屯區台中港路三段78-3號","優級"
"100","餐飲業","福宴創意美食股份有限公司","台中市清水區中山路18號","優級"
"100","餐飲業","圓明園","台中市豐原區圓環東路844號","優級"
"100","餐飲業","富王大飯店","台中市西屯區文心路二段636號","優級"
"100","餐飲業","宜豐園餐品企業社","台中市豐原區水源路428號","優級"
"100","餐飲業","滬舍餘味","台中市南屯區公益路二段537號","優級"
"100","餐飲業","長榮國際(股)公司台中分公司","台中市西區台中港路二段6號","優級"
"100","餐飲業","福順股份有限公司(台中福華大飯店)","台中市西屯區安和路129號","優級"
"100","觀光夜市","帥哥美女-麻辣魚蛋","台中市西屯區文華路51號對面","優級"
"100","觀光夜市","逢甲萬里香茶坊","台中市西屯區文華路49號對面","優級"
"100","觀光夜市","巧蕉王","台中市文華路51號前","優級"
"100","觀光夜市","懶人蝦","台中市西屯區文華路39號正對面-逢甲夜市","優級"
"100","觀光夜市","加賀無骨雞爪","台中市西屯區文華路26號對面-逢甲夜市","優級"
"100","觀光夜市","九龍城港式飲茶(文南九龍城陳記香港茶)","台中市西屯區文華路47號正對面-逢甲夜市","優級"
"100","觀光夜市","小A起司洋芋","台中市西屯區文華路45號對面-逢甲夜市","優級"
"100","一般餐廳","太將小吃店","臺東縣池上鄉福原村中山路三一六號","良"
"100","一般餐廳","尤朵拉廚坊","臺東縣池上鄉福原村新生路180號","良"
"100","宴席餐廳","美娥海產餐廳","臺東縣臺東市吉林路二段669號","良"
"100","民宿","米開朗農產行","臺東縣池上鄉福文村12 鄰文化211之5","良"
"100","一般餐廳","台糖公司休閒遊憩事業部池上牧野渡假村","臺東縣池上鄉新興村110號","良"
"100","便當業","悟饕池上飯包","臺東縣池上鄉忠孝路259號","普"
